image,meanB,meanG,meanR,modeB,modeG,modeR
2.0-6_batch3.jpg,0.23856,49.918528, 86.859312, 0, 50,87
0.75-6_batch3.jpg,0.391104,65.832736, 90.046416, 0, 68,91
0.25-8_batch1.jpg,26.8028,87.054464, 92.690752, 28, 89,94
1.5-10_batch3.jpg,0.370816,55.289184, 90.268096, 0, 57,91
1.5-10_batch1.jpg,0.353536,54.892384, 87.969584, 0, 55,91
0.25-8_batch3.jpg,25.094928,85.694384, 91.1612, 25, 88,93
1.25-2_batch2.jpg,0.293296,59.253744, 89.944432, 0, 61,92
0.75-6_batch1.jpg,0.43752,64.625728, 87.544992, 0, 64,91
2.0-6_batch1.jpg,12.594832,76.976304, 82.915264, 0, 47,77
0.5-2_batch1.jpg,1.123184,73.797376, 92.8632, 0, 77,97
1.25-10_batch3.jpg,0.353744,56.347552, 85.626512, 0, 57,87
1.0-9_batch2.jpg,0.282544,61.33224, 88.603632, 0, 63,91
1.0-4_batch1.jpg,0.39592,60.298464, 86.569504, 0, 62,87
1.75-1_batch3.jpg,0.245456,52.759984, 90.206592, 0, 53,91
1.75-1_batch2.jpg,0.247872,51.858144, 88.173856, 0, 52,89
0.25-5_batch1.jpg,24.275824,85.09248, 90.23872, 25, 88,93
1.5-7_batch1.jpg,0.320448,54.393328, 87.358832, 0, 55,91
1.0-9_batch3.jpg,0.278736,64.27128, 94.996976, 0, 65,97
1.25-10_batch2.jpg,0.310656,59.545168, 90.418, 0, 61,92
1.25-2_batch3.jpg,0.29264,56.971232, 86.001488, 0, 57,87
0.25-8_batch2.jpg,21.67752,79.621424, 86.405712, 23, 80,87
1.25-5_batch3.jpg,0.385408,55.711808, 85.22496, 0, 57,87
1.75-6_batch2.jpg,0.225136,51.348064, 86.826992, 0, 53,89
0.25-2_batch1.jpg,25.15784,85.551328, 90.292752, 27, 89,92
0.5-10_batch2.jpg,2.043408,74.14376, 93.09576, 2, 76,95
0.5-8_batch3.jpg,0.642016,71.708224, 91.349088, 0, 74,92
1.0-3_batch1.jpg,12.243488,85.533904, 84.845248, 0, 59,83
0.5-8_batch2.jpg,1.780848,73.482464, 92.636416, 0, 76,95
1.75-10_batch1.jpg,0.265744,53.238192, 88.809392, 0, 52,91
0.5-10_batch3.jpg,0.383312,71.359584, 91.04232, 0, 73,92
1.75-6_batch3.jpg,0.254304,52.920944, 90.088016, 0, 52,93
1.25-8_batch1.jpg,0.269328,57.637504, 87.3344, 0, 59,91
2.0-1_batch1.jpg,0.304976,46.895616, 81.460288, 0, 47,84
1.25-5_batch2.jpg,0.23824,58.226096, 88.523088, 0, 61,92
0.75-1_batch1.jpg,0.437152,64.656112, 87.650016, 0, 64,91
0.5-5_batch1.jpg,1.3348,73.6972, 92.76064, 1, 77,97
0.5-5_batch3.jpg,1.063744,71.755264, 91.149904, 0, 74,93
0.75-1_batch3.jpg,0.35296,64.413984, 88.602, 0, 66,89
2.0-1_batch3.jpg,0.318992,49.212752, 86.562016, 0, 50,87
1.25-8_batch3.jpg,0.368176,56.362944, 85.953696, 0, 57,86
0.25-2_batch2.jpg,21.086112,95.238736, 82.689232, 14, 73,79
1.75-6_batch1.jpg,0.2688,53.357344, 88.920736, 0, 54,91
0.5-10_batch1.jpg,1.276608,73.642368, 92.661456, 0, 75,94
1.75-10_batch3.jpg,0.229648,52.72216, 90.419632, 0, 52,91
1.0-3_batch3.jpg,0.239392,63.85576, 94.901552, 0, 65,97
1.0-3_batch2.jpg,0.258736,62.096096, 89.316608, 0, 64,91
1.75-10_batch2.jpg,0.255664,50.015984, 85.789216, 0, 51,89
0.5-8_batch1.jpg,1.041424,72.770688, 91.680368, 0, 75,94
0.25-2_batch3.jpg,23.16656,84.37168, 89.8452, 24, 87,92
1.25-8_batch2.jpg,0.321968,59.727408, 90.567472, 0, 61,92
2.0-1_batch2.jpg,0.19008,49.437824, 87.960128, 0, 50,87
0.75-1_batch2.jpg,0.306992,67.043936, 91.648272, 0, 68,91
1.25-5_batch1.jpg,0.295664,58.270112, 87.642592, 0, 61,92
0.5-5_batch2.jpg,2.34192,73.596544, 92.40392, 3, 76,95
1.75-3_batch1.jpg,0.368,53.906864, 89.635856, 0, 54,91
0.25-7_batch2.jpg,21.112624,78.52256, 85.33824, 23, 80,86
1.0-6_batch3.jpg,0.267584,64.17688, 94.816224, 0, 65,97
1.5-8_batch1.jpg,0.30992,54.070304, 86.5416, 0, 55,88
0.25-10_batch1.jpg,25.357648,85.67336, 90.933632, 27, 89,94
1.5-5_batch2.jpg,0.260224,52.805728, 85.79592, 0, 54,88
2.0-4_batch3.jpg,0.249984,50.693904, 88.485008, 0, 50,87
2.0-10_batch3.jpg,0.282064,49.335872, 85.995184, 0, 50,87
0.75-4_batch3.jpg,0.390048,65.458768, 89.464368, 0, 67,91
0.75-4_batch2.jpg,0.335808,66.004864, 90.57728, 0, 68,89
2.0-10_batch2.jpg,0.234736,49.073664, 88.10928, 0, 49,89
2.0-4_batch2.jpg,0.297664,49.415968, 88.132208, 0, 50,91
1.5-5_batch3.jpg,0.426128,55.821552, 90.836656, 0, 57,91
1.0-6_batch2.jpg,0.263712,62.281616, 89.753248, 0, 64,92
0.75-9_batch1.jpg,0.457456,64.689168, 87.802368, 0, 64,91
0.25-7_batch3.jpg,22.62824,83.633136, 89.473136, 24, 86,91
2.0-9_batch1.jpg,0.35528,48.098464, 83.0256, 0, 48,87
2.0-9_batch3.jpg,0.26016,49.754416, 86.666272, 0, 50,87
0.25-7_batch1.jpg,23.21848,83.611632, 89.207552, 25, 86,91
0.75-9_batch3.jpg,0.400448,65.956704, 89.81488, 0, 68,91
1.75-3_batch2.jpg,0.244464,52.138144, 88.182864, 0, 53,89
1.5-8_batch2.jpg,0.259664,52.196864, 85.321968, 0, 53,86
0.25-10_batch2.jpg,21.173184,78.7696, 85.412288, 22, 79,86
1.5-5_batch1.jpg,0.292416,53.877424, 86.752544, 0, 54,88
0.75-4_batch1.jpg,0.418848,65.528816, 88.413536, 0, 66,91
2.0-10_batch1.jpg,4.240016,58.056848, 79.357344, 0, 47,77
2.0-4_batch1.jpg,0.362192,48.128, 82.85352, 0, 48,87
0.25-10_batch3.jpg,24.569344,85.01712, 90.425472, 25, 88,93
1.5-8_batch3.jpg,0.324592,55.748656, 90.596064, 0, 54,93
1.0-6_batch1.jpg,9.003904,77.88912, 82.895696, 0, 59,83
1.75-3_batch3.jpg,0.289248,52.663264, 89.770848, 0, 52,93
0.75-9_batch2.jpg,0.312768,66.188208, 90.758624, 0, 67,89
2.0-9_batch2.jpg,0.307984,49.225888, 88.473904, 0, 50,91
